name,min,max,action,args
SEG_10_15,130,133,CAM_5231,13
SEG_10_15,134,135,CAM_5231,12
SEG_10_13,140,140,CAM_5231,11
SEG_10_14,136,139,CAM_5231,11
SEG_10_12,157,162,CAM_5232,15
SEG_10_13,141,156,CAM_5232,15
SEG_10_18,1,29,CAM_5230,21
SEG_10_18,30,42,CAM_5230,22
SEG_10_18,43,47,CAM_5229,11
SEG_10_19,48,48,CAM_5229,11
SEG_10_19,49,51,CAM_5229,12
SEG_10_19,52,55,CAM_5230,23
SEG_10_19,56,68,CAM_5229,13
SEG_10_19,69,95,CAM_5229,14
SEG_10_19,96,135,CAM_5229,15
SEG_10_19,136,141,CAM_5228,11
SEG_10_20,142,162,CAM_5228,11
SEG_10_22,1,24,CAM_5227,17
SEG_10_22,25,54,CAM_5227,16
SEG_10_22,55,64,CAM_5227,15
SEG_10_22,65,71,CAM_5227,14
SEG_10_21,72,73,CAM_5227,13
SEG_10_21,74,75,CAM_5227,12
SEG_10_21,76,79,CAM_5227,11
SEG_10_21,80,90,CAM_5228,14
SEG_10_21,91,117,CAM_5228,13
SEG_10_21,118,162,CAM_5228,12
SEG_10_23,1,29,CAM_5227,18
SEG_10_23,30,35,CAM_5226,11
SEG_10_24,36,68,CAM_5226,11
SEG_10_24,69,94,CAM_5226,12
SEG_10_24,95,121,CAM_5226,13
SEG_10_24,122,127,CAM_5226,14
SEG_10_25,128,131,CAM_5226,14
SEG_10_25,132,134,CAM_5225,11
SEG_10_25,135,137,CAM_5226,15
SEG_10_25,138,141,CAM_5225,12
SEG_10_25,142,161,CAM_5225,13
SEG_11_4,1,20,CAM_5248,17
SEG_11_4,21,34,CAM_5248,16
SEG_11_3,42,46,CAM_5249,18
SEG_11_4,35,41,CAM_5249,18
SEG_11_2,47,49,CAM_5248,15
SEG_11_2,50,50,CAM_5248,14
SEG_11_2,51,52,CAM_5248,13
SEG_11_2,53,62,CAM_5248,12
SEG_11_2,63,90,CAM_5248,11
SEG_11_2,91,116,CAM_5249,17
SEG_11_2,117,130,CAM_5249,16
SEG_11_2,131,136,CAM_5249,15
SEG_11_1,138,138,CAM_5249,14
SEG_11_2,137,137,CAM_5249,14
SEG_11_1,139,143,CAM_5249,13
SEG_11_1,144,157,CAM_5249,12
SEG_11_1,158,167,CAM_5249,11
SEG_11_5,1,24,CAM_5247,11
SEG_11_5,25,37,CAM_5247,12
SEG_11_5,38,42,CAM_5247,13
SEG_11_6,43,47,CAM_5247,13
SEG_11_6,48,49,CAM_5247,14
SEG_11_6,50,50,CAM_5247,15
SEG_11_6,51,55,CAM_5247,16
SEG_11_6,56,64,CAM_5247,17
SEG_11_6,65,90,CAM_5247,18
SEG_11_6,91,117,CAM_5246,11
SEG_11_6,118,130,CAM_5246,12
SEG_11_6,131,136,CAM_5246,13
SEG_11_7,137,137,CAM_5246,13
SEG_11_7,138,145,CAM_5245,11
SEG_11_7,146,163,CAM_5246,14
SEG_12_3,1,7,CAM_5096,21
SEG_12_2,11,20,CAM_5096,22
SEG_12_3,8,10,CAM_5096,22
SEG_12_2,21,25,CAM_5095,11
SEG_12_1,30,32,CAM_5095,12
SEG_12_2,26,29,CAM_5095,12
SEG_12_1,33,37,CAM_5095,13
SEG_12_1,38,46,CAM_5095,14
SEG_12_1,47,52,CAM_5095,15
SEG_12_1,53,62,CAM_5095,16
SEG_12_1,63,70,CAM_5095,17
SEG_12_1,71,79,CAM_5095,18
SEG_12_1,80,85,CAM_5095,19
SEG_12_1,86,92,CAM_5095,20
SEG_12_1,93,106,CAM_5096,23
SEG_12_1,107,119,CAM_5096,24
SEG_12_1,120,127,CAM_5096,25
SEG_12_1,128,130,CAM_5098,11
SEG_12_1,131,132,CAM_5096,26
SEG_12_1,133,142,CAM_5096,27
SEG_12_4,1,15,CAM_5095,25
SEG_12_5,16,29,CAM_5095,25
SEG_12_5,30,49,CAM_5095,24
SEG_12_5,50,63,CAM_5095,23
SEG_12_5,64,69,CAM_5095,22
SEG_12_5,70,74,CAM_5094,19
SEG_12_6,75,76,CAM_5094,19
SEG_12_6,77,78,CAM_5094,18
SEG_12_6,79,88,CAM_5095,21
SEG_12_6,89,107,CAM_5094,17
SEG_12_6,108,113,CAM_5094,17
SEG_12_6,114,122,CAM_5094,16
SEG_12_7,123,129,CAM_5094,15
SEG_12_8,130,130,CAM_5094,15
SEG_12_8,131,135,CAM_5094,16
SEG_12_8,136,145,CAM_5094,15
SEG_12_8,146,154,CAM_5094,14
SEG_12_8,155,163,CAM_5094,13
SEG_12_8,164,173,CAM_5094,12
SEG_12_10,1,28,CAM_5242,13
SEG_12_10,29,40,CAM_5242,12
SEG_12_10,41,67,CAM_5242,11
SEG_12_9,68,73,CAM_5094,11
SEG_12_11,1,10,CAM_5241,11
SEG_12_12,11,11,CAM_5241,11
SEG_12_12,12,14,CAM_5241,12
SEG_12_12,15,18,CAM_5242,14
SEG_12_12,19,25,CAM_5241,13
SEG_12_12,26,39,CAM_5241,14
SEG_12_12,40,68,CAM_5241,15
SEG_12_17,1,18,CAM_5250,17
SEG_12_15,26,28,CAM_5250,18
SEG_12_16,24,25,CAM_5250,18
SEG_12_17,19,23,CAM_5250,18
SEG_12_15,29,40,CAM_5241,24
SEG_12_15,41,53,CAM_5241,23
SEG_12_15,54,67,CAM_5241,22
SEG_12_15,68,80,CAM_5241,21
SEG_12_15,81,93,CAM_5241,20
SEG_12_15,94,106,CAM_5241,19
SEG_12_14,114,121,CAM_5241,18
SEG_12_15,107,113,CAM_5241,18
SEG_12_14,122,134,CAM_5241,17
SEG_12_13,135,161,CAM_5241,16
SEG_12_18,1,23,CAM_5250,16
SEG_12_18,24,34,CAM_5250,15
SEG_12_18,35,51,CAM_5250,14
SEG_12_18,52,75,CAM_5250,13
SEG_12_18,76,95,CAM_5250,12
SEG_12_18,96,159,CAM_5250,11
SEG_12_19,160,164,CAM_5250,11
SEG_12_20,165,169,CAM_5250,11
